threshold,accuracy,precision,recall,f1_score,auc
0.3,0.5380228136882129,0.5303030303030303,0.6653992395437263,0.5902192242833052,0.5705879801645246
0.5,0.5418250950570342,0.5371621621621622,0.6045627376425855,0.5688729874776386,0.5705879801645246
0.7,0.5475285171102662,0.549800796812749,0.5247148288973384,0.5369649805447471,0.5705879801645246
